Epoch,Loss_initial,Weight_initial,Loss_peak,Weight_peak,Loss_boundary,Weight_boundary,Loss_pde,Weight_pde,Loss_nonneg,Weight_nonneg,Learning_Rate
39,0.0007832748233340681,1.0,0.0007382973562926054,1.0,2.2971676116867457e-07,0.0,2.4144678115844727,1.0,2.2056361558497883e-05,0.1,0.0009850782349468078
40,0.0006320640095509589,1.0,0.0009170349803753197,1.0,2.2957098622100602e-07,0.0,1.9256300926208496,1.0,1.9282208086224273e-05,0.1,0.0009843072889837512
41,0.00044317281572148204,1.0,0.0009452064405195415,1.0,2.2934139565222722e-07,0.0,1.6914007663726807,1.0,3.4856995625887066e-05,0.1,0.0009835172431373364
42,0.00044761208118870854,1.0,0.002305495785549283,1.0,2.2915202180229244e-07,0.0,1.4107884168624878,1.0,7.657266542082652e-05,0.1,0.0009827081285972202
43,0.0004701124271377921,1.0,0.0006872054073028266,1.0,2.2924446341221483e-07,0.0,2.1616086959838867,1.0,8.379413338843733e-05,0.1,0.00098187997730586
44,0.0003859024145640433,1.0,0.0007122977403923869,1.0,2.29951808705664e-07,0.0,1.6300455331802368,1.0,6.004426904837601e-05,0.1,0.0009810328219572498
45,0.00036829523742198944,1.0,0.00084600446280092,1.0,2.297450123478484e-07,0.0,2.4062793254852295,1.0,3.74609517166391e-05,0.1,0.000980166695995633
46,0.0004897168837487698,1.0,0.0014743320643901825,1.0,2.2933420495974133e-07,0.0,1.8817765712738037,1.0,3.260270750615746e-05,0.1,0.0009792816336141792
47,0.0005574363749474287,1.0,0.0005356661276891828,1.0,2.2992463755144854e-07,0.0,1.5305006504058838,1.0,2.0867057173745707e-05,0.1,0.000978377669753636
48,0.0005028793821111321,1.0,0.001283440855331719,1.0,2.2925840426069044e-07,0.0,1.8543131351470947,1.0,2.87119546555914e-05,0.1,0.0009774548401009482
49,0.00033861331758089364,1.0,0.0004679385747294873,1.0,2.295318779488298e-07,0.0,1.7797077894210815,1.0,5.458773375721648e-05,0.1,0.000976513181087851
50,0.0005083266878500581,1.0,0.0021305924747139215,1.0,2.2987133263541182e-07,0.0,1.941948652267456,1.0,0.00012209037959109992,0.1,0.0009755527298894294
51,0.0005584596656262875,1.0,0.00198661582544446,1.0,2.2951755340727686e-07,0.0,1.6256388425827026,1.0,0.00012840637646149844,0.1,0.0009745735244226523
52,0.0003858210111502558,1.0,0.0004635330697055906,1.0,2.2924690767922584e-07,0.0,1.8324127197265625,1.0,7.867621025070548e-05,0.1,0.0009735756033448748
53,0.00030978221911937,1.0,0.0008320201304741204,1.0,2.2934636945137754e-07,0.0,1.3396469354629517,1.0,4.072173032909632e-05,0.1,0.0009725590060523126
54,0.00034413672983646393,1.0,0.0009042345336638391,1.0,2.2963870094372396e-07,0.0,1.5832290649414062,1.0,4.746472404804081e-05,0.1,0.0009715237726784859
55,0.00029951069154776633,1.0,0.0004105305124539882,1.0,2.2914605324331205e-07,0.0,1.6779139041900635,1.0,4.8189824155997485e-05,0.1,0.0009704699440926358
56,0.00029631637153215706,1.0,0.0008501817937940359,1.0,2.294179353157233e-07,0.0,1.5345120429992676,1.0,6.216290057636797e-05,0.1,0.0009693975618981103
57,0.0003435326216276735,1.0,0.0005522610736079514,1.0,2.2988530190559686e-07,0.0,1.4797660112380981,1.0,9.541562030790374e-05,0.1,0.0009683066684307223
58,0.0003540532197803259,1.0,0.0005140602006576955,1.0,2.2891907747180085e-07,0.0,1.3808557987213135,1.0,8.219582377932966e-05,0.1,0.0009671973067570779
59,0.0002843551919795573,1.0,0.0002223959018010646,1.0,2.300614596606465e-07,0.0,1.4008557796478271,1.0,5.370602957555093e-05,0.1,0.0009660695206728764
60,0.00031048088567331433,1.0,0.0003285463317297399,1.0,2.2906250762844138e-07,0.0,1.5064626932144165,1.0,3.0445242373389192e-05,0.1,0.0009649233547011816
61,0.00041635867091827095,1.0,0.000886067864485085,1.0,2.296264938195236e-07,0.0,1.4793787002563477,1.0,1.7120564734796062e-05,0.1,0.0009637588540906634
62,0.00035934962215833366,1.0,0.0009445138275623322,1.0,2.2956240286475804e-07,0.0,1.2494655847549438,1.0,2.229240635642782e-05,0.1,0.0009625760648138119
63,0.00023757576127536595,1.0,0.00031419110018759966,1.0,2.297497871950327e-07,0.0,1.0998964309692383,1.0,4.408925451571122e-05,0.1,0.0009613750335651225
64,0.0003482424363028258,1.0,0.0006632168660871685,1.0,2.2893817686053808e-07,0.0,1.4879934787750244,1.0,8.715094008948654e-05,0.1,0.0009601558077592524
65,0.00038494745967909694,1.0,0.0006276894710026681,1.0,2.2943180510992534e-07,0.0,1.0892093181610107,1.0,9.516208956483752e-05,0.1,0.0009589184355291487
66,0.0002626167261041701,1.0,0.0006689052097499371,1.0,2.2964337631492526e-07,0.0,1.5413192510604858,1.0,6.672547169728205e-05,0.1,0.0009576629657241484
67,0.000247100368142128,1.0,0.000337799487169832,1.0,2.2884302097736509e-07,0.0,1.3565950393676758,1.0,3.201449726475403e-05,0.1,0.0009563894479080498
68,0.0003050471132155508,1.0,0.0010186099680140615,1.0,2.297244634519302e-07,0.0,1.2962980270385742,1.0,1.9487288227537647e-05,0.1,0.0009550979323571555
69,0.00022857103613205254,1.0,0.00044416714808903635,1.0,2.3013788563730486e-07,0.0,1.33426034450531,1.0,2.200128437834792e-05,0.1,0.000953788470058288
70,0.00023904326371848583,1.0,0.00025999348144978285,1.0,2.2927663678729004e-07,0.0,1.227242350578308,1.0,5.918605893384665e-05,0.1,0.0009524611127067769
71,0.0003202283405698836,1.0,0.0006080453167669475,1.0,2.296660284173413e-07,0.0,1.226266622543335,1.0,7.313727110158652e-05,0.1,0.0009511159127044174
72,0.00028449794626794755,1.0,0.00022603348770644516,1.0,2.28243351330093e-07,0.0,1.3444631099700928,1.0,6.237418710952625e-05,0.1,0.0009497529231574025
73,0.00018660075147636235,1.0,0.0001249803462997079,1.0,2.2975538627179048e-07,0.0,1.3069086074829102,1.0,3.77267824660521e-05,0.1,0.0009483721978742255
74,0.0002382968959864229,1.0,0.00045625411439687014,1.0,2.291430973855313e-07,0.0,1.034298062324524,1.0,1.9308847186039202e-05,0.1,0.0009469737913635564
75,0.00022675396758131683,1.0,0.000424471334554255,1.0,2.2928159637558565e-07,0.0,1.0742149353027344,1.0,1.8551054381532595e-05,0.1,0.0009455577588320898
76,0.0001866049278760329,1.0,0.00015747126599308103,1.0,2.2886392514465115e-07,0.0,1.5710792541503906,1.0,2.995317117893137e-05,0.1,0.0009441241561823656
77,0.0002428598963888362,1.0,0.00025981388171203434,1.0,2.3069614485393686e-07,0.0,1.198542594909668,1.0,5.412530299508944e-05,0.1,0.0009426730400105615
78,0.0003052075335290283,1.0,0.0004692123329732567,1.0,2.2917392072940856e-07,0.0,1.3033024072647095,1.0,7.486932736355811e-05,0.1,0.0009412044676042593
79,0.0002241377078462392,1.0,0.0004510061990004033,1.0,2.2904470142748323e-07,0.0,1.4719449281692505,1.0,6.109846435720101e-05,0.1,0.0009397184969401829
80,0.00017849447613116354,1.0,0.0001992526522371918,1.0,2.2900283624949225e-07,0.0,1.3971680402755737,1.0,2.9654043828486465e-05,0.1,0.0009382151866819099
81,0.00017743476200848818,1.0,0.00035636438406072557,1.0,2.2926165854642022e-07,0.0,1.3073625564575195,1.0,1.8436898244544864e-05,0.1,0.0009366945961775552
82,0.00019494214211590588,1.0,0.0002568132767919451,1.0,2.2878518279867421e-07,0.0,1.2621026039123535,1.0,1.599479583092034e-05,0.1,0.0009351567854574282
83,0.00015749494195915759,1.0,0.00045729000703431666,1.0,2.2928178111669695e-07,0.0,1.4933644533157349,1.0,2.1485038814716972e-05,0.1,0.0009336018152316629
84,0.00014973321231082082,1.0,0.0002063714637188241,1.0,2.2920829678696464e-07,0.0,1.2894634008407593,1.0,2.75599340966437e-05,0.1,0.0009320297468878212
85,0.00016178496298380196,1.0,0.0002621411986183375,1.0,2.292975409545761e-07,0.0,1.496229648590088,1.0,3.1568517442792654e-05,0.1,0.00093044064248847
86,0.00016483364743180573,1.0,0.00016815055278129876,1.0,2.3012319161352934e-07,0.0,1.4459507465362549,1.0,3.350505357957445e-05,0.1,0.0009288345647687294
87,0.00015328108565881848,1.0,0.00018276144692208618,1.0,2.293561465194216e-07,0.0,1.377187967300415,1.0,2.4566577849327587e-05,0.1,0.000927211577133798
88,0.00015058919962029904,1.0,0.00032801381894387305,1.0,2.2916471209555311e-07,0.0,1.2005842924118042,1.0,2.351183138671331e-05,0.1,0.0009255717436564487
89,0.0001566932478453964,1.0,0.0002340922801522538,1.0,2.2886196404670045e-07,0.0,1.0503003597259521,1.0,1.8347771401749924e-05,0.1,0.0009239151290744992
90,0.00016463702195324004,1.0,0.0002232532569905743,1.0,2.2978882441293536e-07,0.0,1.233288288116455,1.0,1.639963738853112e-05,0.1,0.0009222417987882566
91,0.00014505766739603132,1.0,6.592395948246121e-05,1.0,2.2919394382370228e-07,0.0,1.1472828388214111,1.0,1.7046198991010897e-05,0.1,0.0009205518188579356
92,0.00014014929183758795,1.0,0.0004896933678537607,1.0,2.3005517846286239e-07,0.0,1.1716121435165405,1.0,2.071652670565527e-05,0.1,0.00091884525600105
93,0.00013985738041810691,1.0,0.00012131440598750487,1.0,2.2950368361307483e-07,0.0,1.366250991821289,1.0,2.065463013423141e-05,0.1,0.0009171221775897792
94,0.00013416373985819519,1.0,0.0003840037388727069,1.0,2.2890282025400666e-07,0.0,1.3197845220565796,1.0,2.8281076083658263e-05,0.1,0.0009153826516483085
95,0.00013260329433251172,1.0,0.0002401862875558436,1.0,2.293593155400231e-07,0.0,1.1258195638656616,1.0,2.4276112526422366e-05,0.1,0.0009136267468501438
96,0.00015060714213177562,1.0,0.0005704904324375093,1.0,2.2906073127160198e-07,0.0,1.275509238243103,1.0,2.8171290978207253e-05,0.1,0.0009118545325153995
97,0.00013142943498678505,1.0,0.00024916924303397536,1.0,2.2924740505914087e-07,0.0,0.931132972240448,1.0,2.671158654266037e-05,0.1,0.0009100660786080636
98,0.00016694913210812956,1.0,0.00019331459770910442,1.0,2.2925168252641015e-07,0.0,1.0970388650894165,1.0,1.582124241394922e-05,0.1,0.0009082614557332335
99,0.00015947603969834745,1.0,0.0006819961708970368,1.0,2.2927711995635036e-07,0.0,1.0736088752746582,1.0,1.3354645489016548e-05,0.1,0.0009064407351343305
100,0.00012940779561176896,1.0,0.0001255236129509285,1.0,2.3021172523840505e-07,0.0,0.95924973487854,1.0,2.5382134481333196e-05,0.1,0.0009046039886902864
101,0.00020543232676573098,1.0,0.0004675971867982298,1.0,2.2872687566177774e-07,0.0,1.2266978025436401,1.0,4.806559445569292e-05,0.1,0.0009027512889127054
102,0.00018986518261954188,1.0,0.0003039667790289968,1.0,2.292056535679876e-07,0.0,1.1067728996276855,1.0,4.051793075632304e-05,0.1,0.000900882708943003
103,0.00014558699331246316,1.0,0.0002907778543885797,1.0,2.2905089736013906e-07,0.0,1.0237996578216553,1.0,3.4021406463580206e-05,0.1,0.0008989983225495163
104,0.00012926054478157312,1.0,0.00030110610532574356,1.0,2.290869360876968e-07,0.0,0.8111063838005066,1.0,1.581113610882312e-05,0.1,0.0008970982041245938
105,0.00022011544206179678,1.0,9.972594125429168e-05,1.0,2.2975915214829001e-07,0.0,0.9800755381584167,1.0,9.7318334155716e-06,0.1,0.0008951824286816573
106,0.00023581208370160311,1.0,0.0005601454176940024,1.0,2.2953065581532428e-07,0.0,0.829021692276001,1.0,1.0290134014212526e-05,0.1,0.0008932510718522412
107,0.00012680102372542024,1.0,0.00023854017490521073,1.0,2.2941679844734608e-07,0.0,0.8991327881813049,1.0,1.579612580826506e-05,0.1,0.0008913042098830058
108,0.00012266234261915088,1.0,0.00015844200970605016,1.0,2.2984431780059822e-07,0.0,0.843704104423523,1.0,2.9668997740373015e-05,0.1,0.0008893419196327283
109,0.0001273392408620566,1.0,0.0002224172931164503,1.0,2.2971060786858288e-07,0.0,0.7798091173171997,1.0,3.641466173576191e-05,0.1,0.0008873642785692677
110,0.00012362335110083222,1.0,0.0002634903648868203,1.0,2.2914906594451168e-07,0.0,0.9304273724555969,1.0,2.894583303714171e-05,0.1,0.0008853713647665067
111,0.00011536082456586882,1.0,0.0001941136724781245,1.0,2.2944743705011206e-07,0.0,0.838386058807373,1.0,2.0845822291448712e-05,0.1,0.0008833632569012704
112,0.00011982597061432898,1.0,7.195701618911698e-05,1.0,2.2948199784877943e-07,0.0,0.891315221786499,1.0,1.5254421668942086e-05,0.1,0.0008813400342502183
113,0.0001517894270364195,1.0,0.00012256937043275684,1.0,2.290365443968767e-07,0.0,0.8274659514427185,1.0,1.0563348041614518e-05,0.1,0.0008793017766867168
114,0.00011784853995777667,1.0,0.00031568118720315397,1.0,2.2997065229901636e-07,0.0,0.9067566990852356,1.0,2.0221703380229883e-05,0.1,0.000877248564677684
115,0.00010969195136567578,1.0,0.00011826187983388081,1.0,2.2960412593420187e-07,0.0,0.96246337890625,1.0,2.79607847915031e-05,0.1,0.0008751804792804147
116,0.0001582619734108448,1.0,0.00022399671433959156,1.0,2.2961870627113967e-07,0.0,0.7490458488464355,1.0,4.061627259943634e-05,0.1,0.0008730976021393791
117,0.00015357969095930457,1.0,0.0004427308449521661,1.0,2.2897104656749434e-07,0.0,0.8846209645271301,1.0,4.137443829677068e-05,0.1,0.0008710000154830003
118,0.00010181665129493922,1.0,0.0002532635990064591,1.0,2.2892815820796386e-07,0.0,0.7954445481300354,1.0,2.519986082916148e-05,0.1,0.000868887802120408
119,0.0001245560124516487,1.0,8.626018097857013e-05,1.0,2.293589460578005e-07,0.0,0.6549281477928162,1.0,1.3642423255078029e-05,0.1,0.0008667610454381689
120,0.00021833297796547413,1.0,0.0004243145522195846,1.0,2.2991363834989897e-07,0.0,0.8272294998168945,1.0,5.971050086372998e-06,0.1,0.0008646198293969952
121,0.0001732959208311513,1.0,0.0003871034423355013,1.0,2.29654617101005e-07,0.0,0.9272085428237915,1.0,8.780512871453539e-06,0.1,0.0008624642385284299
122,9.146746015176177e-05,1.0,0.00034202972892671824,1.0,2.2914639430382522e-07,0.0,0.7059148550033569,1.0,1.8582797565613873e-05,0.1,0.0008602943579315095
123,0.00020686889183707535,1.0,0.0006144593353383243,1.0,2.2986080239206785e-07,0.0,0.8440498113632202,1.0,5.3845607908442616e-05,0.1,0.0008581102732694048
124,0.00018742686370387673,1.0,0.000340603815857321,1.0,2.2968654889155005e-07,0.0,0.8164658546447754,1.0,5.188639261177741e-05,0.1,0.0008559120707660382
125,9.764971036929637e-05,1.0,0.00021778153313789517,1.0,2.298781396348204e-07,0.0,0.9163144826889038,1.0,2.4937715352280065e-05,0.1,0.0008536998372026805
126,0.0001349794038105756,1.0,0.0004892717697657645,1.0,2.2988788828115503e-07,0.0,0.9334729313850403,1.0,1.0103451131726615e-05,0.1,0.0008514736599145253
127,0.00016818128642626107,1.0,0.00019366361084394157,1.0,2.2948896116758988e-07,0.0,0.7356742024421692,1.0,1.1073527275584638e-05,0.1,0.0008492336267872398
128,0.00011835322948172688,1.0,0.00023729722306597978,1.0,2.2970074553541053e-07,0.0,0.8057219982147217,1.0,1.8498523786547594e-05,0.1,0.0008469798262534962
129,8.48771451273933e-05,1.0,0.00014851217565592378,1.0,2.2961755519190774e-07,0.0,0.852092981338501,1.0,2.3014003090793267e-05,0.1,0.0008447123472894807
130,0.00010240491246804595,1.0,0.00019377548596821725,1.0,2.289366989316477e-07,0.0,0.9116599559783936,1.0,3.109754834440537e-05,0.1,0.0008424312794113801
131,0.0001148670562542975,1.0,9.874296665657312e-05,1.0,2.2898592533238116e-07,0.0,0.717921793460846,1.0,3.222277882741764e-05,0.1,0.0008401367126718484
132,9.470236545894295e-05,1.0,0.00015391163469757885,1.0,2.2929711462893465e-07,0.0,0.7459679245948792,1.0,2.8952323191333562e-05,0.1,0.0008378287376564518
133,9.008304186863825e-05,1.0,0.0004226264718454331,1.0,2.2941621580230276e-07,0.0,0.9243180155754089,1.0,1.9197119399905205e-05,0.1,0.0008355074454800918
134,0.00011730787082342431,1.0,0.00033252002322115004,1.0,2.2947287448005227e-07,0.0,0.9169629812240601,1.0,1.0730967005656566e-05,0.1,0.0008331729277834088
135,0.00012932723620906472,1.0,0.00020160719577688724,1.0,2.3026417750315886e-07,0.0,0.8537654280662537,1.0,1.1974150766036473e-05,0.1,0.0008308252767291642
136,8.350390999112278e-05,1.0,0.00014983875735197216,1.0,2.2966997903495212e-07,0.0,0.9435445070266724,1.0,2.0948878955096006e-05,0.1,0.0008284645849986019
137,0.00012417035759426653,1.0,0.0002179061557399109,1.0,2.2979244818088773e-07,0.0,0.9074897766113281,1.0,3.793871292145923e-05,0.1,0.000826090945787789
138,0.00011304127110633999,1.0,0.00028458956512622535,1.0,2.293660514851581e-07,0.0,0.6474233269691467,1.0,3.4113963920390233e-05,0.1,0.0008237044528039377
139,8.119265839923173e-05,1.0,6.786642188671976e-05,1.0,2.2927474674361292e-07,0.0,0.855776846408844,1.0,2.3617500119144097e-05,0.1,0.0008213052002617041
140,9.820173727348447e-05,1.0,0.0001614477951079607,1.0,2.2956388079364842e-07,0.0,0.8138164281845093,1.0,1.2720737686322536e-05,0.1,0.0008188932828794706
141,0.00011421312228776515,1.0,0.00022894593712408096,1.0,2.2923306630673324e-07,0.0,0.9366272687911987,1.0,7.867643944337033e-06,0.1,0.0008164687958756059
142,9.577105811331421e-05,1.0,0.0004072245501447469,1.0,2.2901704710420745e-07,0.0,0.8715136647224426,1.0,1.2274369510123506e-05,0.1,0.000814031834964705
143,0.00010034848673967645,1.0,0.00019310295465402305,1.0,2.3012542271771963e-07,0.0,0.8495548963546753,1.0,2.7241765565122478e-05,0.1,0.0008115824963538124
144,0.00012972427066415548,1.0,0.00012076015264028683,1.0,2.2942408861581498e-07,0.0,0.6555160284042358,1.0,3.246330743422732e-05,0.1,0.000809120876738622
145,0.00010414246207801625,1.0,0.00017285540525335819,1.0,2.296352761277376e-07,0.0,0.7361875176429749,1.0,2.6632120352587663e-05,0.1,0.0008066470732996619
146,7.542691309936345e-05,1.0,0.000140787786222063,1.0,2.2941557631384057e-07,0.0,0.8317813873291016,1.0,1.8191785784438252e-05,0.1,0.0008041611836984556
147,0.00010349642252549529,1.0,0.0001727381895761937,1.0,2.2948958644519735e-07,0.0,0.7305238842964172,1.0,9.68070344242733e-06,0.1,0.000801663306073668
148,0.0001198613754240796,1.0,0.0004380354657769203,1.0,2.2944216482301272e-07,0.0,0.8313230276107788,1.0,7.892329449532554e-06,0.1,0.0007991535390372308
149,7.48487509554252e-05,1.0,0.0001281660661334172,1.0,2.2956493239689735e-07,0.0,0.8040532469749451,1.0,1.1984135198872536e-05,0.1,0.0007966319816704493
150,9.382421558257192e-05,1.0,0.0001958137290785089,1.0,2.2998951010322344e-07,0.0,0.8851016759872437,1.0,2.5399222067790106e-05,0.1,0.0007940987335200904
151,0.00013269421469885856,1.0,0.00039686556556262076,1.0,2.2907137520178367e-07,0.0,0.6679131984710693,1.0,3.2602547435089946e-05,0.1,0.0007915538945944539
152,7.442841888405383e-05,1.0,0.0001626137673156336,1.0,2.2971205737576383e-07,0.0,0.8205232620239258,1.0,1.755304037942551e-05,0.1,0.0007889975653594227
153,9.581999620422721e-05,1.0,0.00029670674121007323,1.0,2.2940248811664787e-07,0.0,0.7418287992477417,1.0,8.52217181090964e-06,0.1,0.0007864298467344982
154,0.00012731680180877447,1.0,0.00020908776787109673,1.0,2.2993606307863956e-07,0.0,0.6807541251182556,1.0,7.458186701114755e-06,0.1,0.000783850840088815
155,9.141262853518128e-05,1.0,0.00023847466218285263,1.0,2.2919823550182628e-07,0.0,0.7326432466506958,1.0,6.711845344398171e-06,0.1,0.0007812606472371393
156,6.909351941430941e-05,1.0,0.00020799269259441644,1.0,2.297382906135681e-07,0.0,0.7944801449775696,1.0,1.535320916445926e-05,0.1,0.0007786593704358501
157,0.00013950065476819873,1.0,0.0004270226345397532,1.0,2.2876426442053344e-07,0.0,0.5583305358886719,1.0,3.32479175995104e-05,0.1,0.0007760471123789011
158,0.00012227868137415498,1.0,0.00035624500014819205,1.0,2.299089771895524e-07,0.0,0.8121817708015442,1.0,2.774180393316783e-05,0.1,0.0007734239761937675
159,7.243078289320692e-05,1.0,0.00022364586766343564,1.0,2.3007255833817908e-07,0.0,0.7181254029273987,1.0,1.3819719242746942e-05,0.1,0.0007707900654373745
160,0.00014492106856778264,1.0,0.00026164029259234667,1.0,2.29761297987352e-07,0.0,0.6342295408248901,1.0,4.7006474233057816e-06,0.1,0.0007681454840920089
161,0.00021165180078241974,1.0,0.00044192851055413485,1.0,2.2950766265239508e-07,0.0,0.8370761275291443,1.0,3.7388974760688143e-06,0.1,0.0007654903365612138
162,0.00010616934741847217,1.0,0.0002207291399827227,1.0,2.302488724126306e-07,0.0,0.7219675183296204,1.0,5.7164807003573515e-06,0.1,0.0007628247276656674
163,7.671214552829042e-05,1.0,0.00015991993132047355,1.0,2.296154661962646e-07,0.0,0.8371679186820984,1.0,1.841936682467349e-05,0.1,0.0007601487626390445
164,0.00016625906573608518,1.0,0.00042045849841088057,1.0,2.2937626908969833e-07,0.0,0.8054232597351074,1.0,4.2773146560648456e-05,0.1,0.0007574625471238627
165,0.00013116969785187393,1.0,0.000124697748105973,1.0,2.294996477303357e-07,0.0,0.7544308304786682,1.0,3.7031451938673854e-05,0.1,0.0007547661871673105
