Epoch,Loss_initial,Weight_initial,Loss_peak,Weight_peak,Loss_boundary,Weight_boundary,Loss_pde,Weight_pde,Loss_nonneg,Weight_nonneg,Learning_Rate
469,2.5084338631131686e-05,1.0,3.581967393984087e-05,1.0,2.2989604531176155e-07,0.0,0.3340381681919098,1.0,4.2356541598564945e-06,0.1,1.044528653705468e-05
470,2.3576132662128657e-05,1.0,0.00012120055180275813,1.0,2.2966503365751123e-07,0.0,0.36738520860671997,1.0,4.5734986997558735e-06,0.1,9.847518261019985e-06
471,2.9201997676864266e-05,1.0,4.079317659488879e-05,1.0,2.2920085029909387e-07,0.0,0.36903417110443115,1.0,4.638175141735701e-06,0.1,9.269120104832804e-06
472,2.934866279247217e-05,1.0,3.790640039369464e-05,1.0,2.2984545466897544e-07,0.0,0.4037315845489502,1.0,4.3419795474619605e-06,0.1,8.710114902661938e-06
473,3.0292576411738992e-05,1.0,6.313481571851298e-05,1.0,2.2891420314863353e-07,0.0,0.35222169756889343,1.0,3.7484967378986767e-06,0.1,8.170524723075476e-06
474,2.9862610972486436e-05,1.0,3.59607111022342e-05,1.0,2.289522171849967e-07,0.0,0.3266144096851349,1.0,5.265863364911638e-06,0.1,7.650370868169916e-06
475,2.7968722861260176e-05,1.0,6.313550693448633e-05,1.0,2.290507552515919e-07,0.0,0.34262964129447937,1.0,4.104976142116357e-06,0.1,7.149673872728739e-06
476,2.9016104235779494e-05,1.0,7.136987551348284e-05,1.0,2.2892618289915845e-07,0.0,0.33752772212028503,1.0,4.017916580778547e-06,0.1,6.668453503411982e-06
477,3.0381175747606903e-05,1.0,3.6135767004452646e-05,1.0,2.2958323597777053e-07,0.0,0.41160187125205994,1.0,4.130223715037573e-06,0.1,6.206728757975859e-06
478,2.7765356207964942e-05,1.0,6.253572064451873e-05,1.0,2.2888092132689053e-07,0.0,0.4035290479660034,1.0,4.244501269567991e-06,0.1,5.764517864522732e-06
479,2.9029321012785658e-05,1.0,0.00010798535367939621,1.0,2.289957876655535e-07,0.0,0.41853365302085876,1.0,3.871492481266614e-06,0.1,5.341838280781458e-06
480,2.7387099180486985e-05,1.0,8.188714855350554e-05,1.0,2.2931496346245694e-07,0.0,0.43899938464164734,1.0,3.488461743472726e-06,0.1,4.938706693418357e-06
481,2.7510766813065857e-05,1.0,9.777949162526056e-05,1.0,2.295356296144746e-07,0.0,0.4511043131351471,1.0,3.898459908668883e-06,0.1,4.555139017378113e-06
482,2.6671956220525317e-05,1.0,5.9777456044685096e-05,1.0,2.2990317916082859e-07,0.0,0.37738341093063354,1.0,3.732875939022051e-06,0.1,4.191150395255807e-06
483,2.795935870381072e-05,1.0,3.460452353465371e-05,1.0,2.2987998704593338e-07,0.0,0.4009326994419098,1.0,3.896187081409153e-06,0.1,3.8467551966990375e-06
484,2.995689465024043e-05,1.0,2.817769200191833e-05,1.0,2.2977276614710718e-07,0.0,0.3672882914543152,1.0,4.029299816465937e-06,0.1,3.5219670178405637e-06
485,2.845124436134938e-05,1.0,8.053205965552479e-05,1.0,2.297669965400928e-07,0.0,0.4149053394794464,1.0,3.805433152592741e-06,0.1,3.2167986807615416e-06
486,2.4682138246134855e-05,1.0,5.814682663185522e-05,1.0,2.2920785625046847e-07,0.0,0.41462206840515137,1.0,4.457672275748337e-06,0.1,2.9312622329853344e-06
487,2.7112737370771356e-05,1.0,3.9563772588735446e-05,1.0,2.2915386921340541e-07,0.0,0.3589801788330078,1.0,3.4808767850336153e-06,0.1,2.6653689470020808e-06
488,2.9183098376961425e-05,1.0,1.4295728760771453e-05,1.0,2.2954662881602417e-07,0.0,0.37896913290023804,1.0,4.63673313788604e-06,0.1,2.41912931982334e-06
489,2.8790547730750404e-05,1.0,2.7079380743089132e-05,1.0,2.2950638367547072e-07,0.0,0.3836666941642761,1.0,4.366165740066208e-06,0.1,2.1925530725679995e-06
490,2.7105204935651273e-05,1.0,2.4087907149805687e-05,1.0,2.288205109834962e-07,0.0,0.32438263297080994,1.0,4.09962740377523e-06,0.1,1.9856491500783564e-06
491,2.9282793548190966e-05,1.0,5.361925286706537e-05,1.0,2.2945826572140504e-07,0.0,0.48312926292419434,1.0,4.6218351599236485e-06,0.1,1.7984257205669765e-06
492,3.0290049835457467e-05,1.0,2.424447302473709e-05,1.0,2.2903128638063208e-07,0.0,0.3314005434513092,1.0,3.9817527976993006e-06,0.1,1.6308901752942749e-06
493,2.9914155675214715e-05,1.0,2.529064477130305e-05,1.0,2.2905553009877622e-07,0.0,0.4540655016899109,1.0,4.868949872616213e-06,0.1,1.483049128276709e-06
494,2.7760346711147577e-05,1.0,3.666623524622992e-05,1.0,2.2977854996497626e-07,0.0,0.36460554599761963,1.0,4.080238340975484e-06,0.1,1.3549084160256922e-06
495,2.8522375941975042e-05,1.0,3.341529009048827e-05,1.0,2.293414667065008e-07,0.0,0.4035629332065582,1.0,4.012224508187501e-06,0.1,1.2464730973170658e-06
496,3.0028772016521543e-05,1.0,5.978001718176529e-05,1.0,2.294676733072265e-07,0.0,0.3491833806037903,1.0,4.293386155040935e-06,0.1,1.15774745299168e-06
497,2.8763508453266695e-05,1.0,6.107318768044934e-05,1.0,2.2888428929945803e-07,0.0,0.3666553795337677,1.0,3.4549489100754727e-06,0.1,1.0887349857859219e-06
498,2.9594551961054094e-05,1.0,5.6622258853167295e-05,1.0,2.2946338162910251e-07,0.0,0.47192108631134033,1.0,4.364502274256665e-06,0.1,1.0394384201938522e-06
499,2.831715391948819e-05,1.0,5.395264452090487e-05,1.0,2.2966514734434895e-07,0.0,0.3293899893760681,1.0,4.4877169784740545e-06,0.1,1.0098597023595108e-06
500,2.8802771339542232e-05,1.0,4.267311669536866e-05,1.0,2.2913323505235894e-07,0.0,0.37611013650894165,1.0,3.7335296383389505e-06,0.1,0.001
501,2.577355735411402e-05,1.0,2.847824725904502e-05,1.0,2.3021843276183063e-07,0.0,0.34722837805747986,1.0,4.06584695156198e-06,0.1,0.0009999975350683283
502,2.6980515031027608e-05,1.0,4.605463982443325e-05,1.0,2.2927665099814476e-07,0.0,0.32271504402160645,1.0,4.833084858546499e-06,0.1,0.0009999901402976406
503,3.093339910265058e-05,1.0,6.321854016277939e-05,1.0,2.2956135126150912e-07,0.0,0.4935976564884186,1.0,6.812033007008722e-06,0.1,0.0009999778157609204
504,3.8110338209662586e-05,1.0,4.0681392420083284e-05,1.0,2.2965889456827426e-07,0.0,0.4020910859107971,1.0,3.1574406875733985e-06,0.1,0.0009999605615798061
505,2.7324475013301708e-05,1.0,3.8739417504984885e-05,1.0,2.2946491640141176e-07,0.0,0.32319730520248413,1.0,3.3883534342749044e-06,0.1,0.0009999383779245895
506,3.13272830680944e-05,1.0,8.620972221251577e-05,1.0,2.298133523481738e-07,0.0,0.3350301682949066,1.0,5.954665539320558e-06,0.1,0.0009999112650142142
507,3.2088115403894335e-05,1.0,6.649377610301599e-05,1.0,2.2910472807780025e-07,0.0,0.28389889001846313,1.0,2.3451029846910387e-06,0.1,0.0009998792231162737
508,3.4518801840022206e-05,1.0,0.0001198572208522819,1.0,2.29513105409751e-07,0.0,0.3384876251220703,1.0,2.1912971988058416e-06,0.1,0.0009998422525470084
509,6.83067919453606e-05,1.0,0.0001515680633019656,1.0,2.2907958907580905e-07,0.0,0.3005591332912445,1.0,1.4670053133158945e-05,0.1,0.000999800353671303
510,2.7725052859750576e-05,1.0,9.470002260059118e-05,1.0,2.295404897267872e-07,0.0,0.3311039209365845,1.0,3.973012098867912e-06,0.1,0.0009997535269026829
511,3.842307341983542e-05,1.0,0.00015687923587393016,1.0,2.293612766379738e-07,0.0,0.3338305950164795,1.0,1.9172325664840173e-06,0.1,0.000999701772703309
512,5.79721963731572e-05,1.0,0.000114374328404665,1.0,2.2915192232630943e-07,0.0,0.4095478951931,1.0,1.191098454000894e-05,0.1,0.0009996450915839743
513,2.6436955522513017e-05,1.0,3.7425197660923004e-05,1.0,2.2867540394599928e-07,0.0,0.34552884101867676,1.0,4.011819783045212e-06,0.1,0.0009995834841040987
514,6.138570461189374e-05,1.0,0.00019297910330351442,1.0,2.2976479385761195e-07,0.0,0.29519182443618774,1.0,1.4234208265406778e-06,0.1,0.0009995169508717234
515,4.727003033622168e-05,1.0,0.000139024734380655,1.0,2.292210581344989e-07,0.0,0.32382312417030334,1.0,9.259901162295137e-06,0.1,0.000999445492543504
516,3.339342219987884e-05,1.0,2.8546615794766694e-05,1.0,2.2899284601862746e-07,0.0,0.34953081607818604,1.0,6.515428594866535e-06,0.1,0.0009993691098247057
517,2.5422912585781887e-05,1.0,1.415906172042014e-05,1.0,2.296199426154999e-07,0.0,0.30834347009658813,1.0,2.792579380184179e-06,0.1,0.000999287803469195
518,4.298425483284518e-05,1.0,7.514457684010267e-05,1.0,2.2951920186642383e-07,0.0,0.3420742154121399,1.0,2.189060751334182e-06,0.1,0.0009992015742794332
519,2.842619869625196e-05,1.0,8.664412598591298e-05,1.0,2.2962132106840727e-07,0.0,0.38343825936317444,1.0,5.450489879876841e-06,0.1,0.0009991104231064668
520,2.8018181183142588e-05,1.0,3.819214543909766e-05,1.0,2.2979975256021135e-07,0.0,0.3324737250804901,1.0,2.4402886538155144e-06,0.1,0.0009990143508499217
521,3.826413012575358e-05,1.0,0.00016913436411414295,1.0,2.2943153510368575e-07,0.0,0.2842300832271576,1.0,1.5545265341643244e-06,0.1,0.0009989133584579922
522,6.907639181008562e-05,1.0,0.00020825643150601536,1.0,2.2926364806608035e-07,0.0,0.3347446918487549,1.0,1.4855553672532551e-05,0.1,0.000998807446927432
523,2.4198820028686896e-05,1.0,4.31563712481875e-05,1.0,2.301854067354725e-07,0.0,0.3395879864692688,1.0,4.186816113360692e-06,0.1,0.0009986966173035456
524,6.494201807072386e-05,1.0,0.0001958906650543213,1.0,2.295543310992798e-07,0.0,0.3811173439025879,1.0,2.40467215917306e-06,0.1,0.0009985808706801766
525,3.951073813368566e-05,1.0,9.918266005115584e-05,1.0,2.2961782519814733e-07,0.0,0.3178778886795044,1.0,9.364051948068663e-06,0.1,0.0009984602081996976
526,5.416269050328992e-05,1.0,7.715587707934901e-05,1.0,2.293248257956293e-07,0.0,0.3526333272457123,1.0,1.2041580703225918e-05,0.1,0.0009983346310529979
527,4.2885840230155736e-05,1.0,7.740546425338835e-05,1.0,2.2940236021895544e-07,0.0,0.30437326431274414,1.0,2.3119646357372403e-06,0.1,0.000998204140479474
528,5.784863606095314e-05,1.0,0.00010824674245668575,1.0,2.3005318894320226e-07,0.0,0.27367520332336426,1.0,1.8328100850339979e-06,0.1,0.0009980687377670148
529,5.0203849241370335e-05,1.0,6.562609632965177e-05,1.0,2.2897526719134476e-07,0.0,0.4022318720817566,1.0,1.1874493793584406e-05,0.1,0.0009979284242519902
530,4.8422378313262016e-05,1.0,0.00010324738832423463,1.0,2.2967810764384922e-07,0.0,0.35537558794021606,1.0,1.0983576430589892e-05,0.1,0.0009977832013192385
531,5.1215829444117844e-05,1.0,5.240260361460969e-05,1.0,2.2925738107915095e-07,0.0,0.36544668674468994,1.0,1.5615182746842038e-06,0.1,0.000997633070402051
532,5.6403638154733926e-05,1.0,0.00021294814359862357,1.0,2.28903701326999e-07,0.0,0.35238412022590637,1.0,1.7200945876538754e-06,0.1,0.0009974780329821595
533,9.011427755467594e-05,1.0,0.00017100312106776983,1.0,2.295512331329519e-07,0.0,0.28936588764190674,1.0,1.9122768208035268e-05,0.1,0.0009973180905897205
534,6.709786248393357e-05,1.0,0.00010033873695647344,1.0,2.297578305388015e-07,0.0,0.30225861072540283,1.0,1.3347431377042085e-05,0.1,0.000997153244803301
535,6.777872476959601e-05,1.0,0.00011264062050031498,1.0,2.285745637209402e-07,0.0,0.2475002408027649,1.0,2.2921863092051353e-06,0.1,0.0009969834972498623
536,7.994800398591906e-05,1.0,0.00011744152288883924,1.0,2.2909406993676384e-07,0.0,0.30248406529426575,1.0,1.0782910067064222e-06,0.1,0.0009968088496047443
537,3.698205546243116e-05,1.0,8.776197500992566e-05,1.0,2.2928264797883458e-07,0.0,0.3381330072879791,1.0,1.0023528375313617e-05,0.1,0.0009966293035916485
538,4.184732824796811e-05,1.0,8.813256135908887e-05,1.0,2.2965039647715457e-07,0.0,0.2912559509277344,1.0,9.612772373657208e-06,0.1,0.000996444860982622
539,3.4473156119929627e-05,1.0,3.94562775909435e-05,1.0,2.2928028897695185e-07,0.0,0.3187122642993927,1.0,1.8186203760706121e-06,0.1,0.0009962555235980386
540,4.204500146443024e-05,1.0,9.885231702355668e-05,1.0,2.2970667146182677e-07,0.0,0.2947450280189514,1.0,1.5445812096004374e-06,0.1,0.0009960612933065818
541,3.0311621230794117e-05,1.0,6.261879025259987e-05,1.0,2.2909529207026935e-07,0.0,0.245045006275177,1.0,6.182973265822511e-06,0.1,0.0009958621720252262
542,4.823753624805249e-05,1.0,8.333720325026661e-05,1.0,2.295130911988963e-07,0.0,0.30874523520469666,1.0,9.607714673620649e-06,0.1,0.0009956581617192185
543,2.2620795789407566e-05,1.0,3.6005887523060665e-05,1.0,2.3001300064606767e-07,0.0,0.218299001455307,1.0,2.828600372595247e-06,0.1,0.0009954492644020582
544,7.783295586705208e-05,1.0,0.00010068101255455986,1.0,2.294553382853337e-07,0.0,0.23035289347171783,1.0,3.9566631926390983e-07,0.1,0.0009952354821354773
545,2.693333590286784e-05,1.0,2.4894319722079672e-05,1.0,2.2851480707686278e-07,0.0,0.27484992146492004,1.0,1.501664200986852e-06,0.1,0.0009950168170294205
546,5.6118966313079e-05,1.0,0.0001060320355463773,1.0,2.2977077662744705e-07,0.0,0.2565169930458069,1.0,1.0896106687141582e-05,0.1,0.0009947932712420242
547,3.429692151257768e-05,1.0,7.859507604734972e-05,1.0,2.2914912278793054e-07,0.0,0.19491559267044067,1.0,6.592927093151957e-06,0.1,0.0009945648469795948
548,4.733962123282254e-05,1.0,6.746825238224119e-05,1.0,2.3006140281722764e-07,0.0,0.2806939482688904,1.0,6.735452870998415e-07,0.1,0.000994331546496588
549,4.301519220462069e-05,1.0,9.684773249318823e-05,1.0,2.2858719717078202e-07,0.0,0.23436591029167175,1.0,9.112619636653108e-07,0.1,0.0009940933720955852
550,4.828906094189733e-05,1.0,8.095765952020884e-05,1.0,2.2944976763028535e-07,0.0,0.22090549767017365,1.0,8.977823199529666e-06,0.1,0.0009938503261272714
551,5.465594949782826e-05,1.0,0.00010840166942216456,1.0,2.291386067554413e-07,0.0,0.25018930435180664,1.0,9.570736438035965e-06,0.1,0.0009936024109904122
552,5.06932228745427e-05,1.0,0.00010305418254574761,1.0,2.3013720351627853e-07,0.0,0.18696005642414093,1.0,3.9804962170819636e-07,0.1,0.00099334962913183
553,4.6619930799352005e-05,1.0,0.0001181295228889212,1.0,2.2951527967052243e-07,0.0,0.2478320300579071,1.0,7.045660481708182e-07,0.1,0.00099309198304638
554,5.754649100708775e-05,1.0,0.0001677956897765398,1.0,2.296035859217227e-07,0.0,0.23527094721794128,1.0,1.1081383490818553e-05,0.1,0.0009928294752769246
555,3.093246050411835e-05,1.0,3.576419112505391e-05,1.0,2.2941996746794757e-07,0.0,0.24641403555870056,1.0,6.176817805680912e-06,0.1,0.0009925621084143096
556,2.5435878342250362e-05,1.0,3.078721056226641e-05,1.0,2.2993583570496412e-07,0.0,0.20675325393676758,1.0,1.1167842330905842e-06,0.1,0.0009922898850973382
557,2.843922993633896e-05,1.0,0.00013291175127960742,1.0,2.2930419163458282e-07,0.0,0.22399170696735382,1.0,8.317850870298571e-07,0.1,0.0009920128080127444
558,3.733979247044772e-05,1.0,6.23879604972899e-05,1.0,2.283285311932559e-07,0.0,0.29203400015830994,1.0,7.835342330508865e-06,0.1,0.0009917308798951673
559,3.943559204344638e-05,1.0,3.766785084735602e-05,1.0,2.2987333636592666e-07,0.0,0.22735604643821716,1.0,8.166236511897296e-06,0.1,0.0009914441035271235
560,2.0721632608911023e-05,1.0,3.17636840918567e-05,1.0,2.2965062385083002e-07,0.0,0.26360398530960083,1.0,1.5263407249221927e-06,0.1,0.00099115248173898
561,3.062475298065692e-05,1.0,5.3819541790289804e-05,1.0,2.2944068689412234e-07,0.0,0.24057358503341675,1.0,1.056370365404291e-06,0.1,0.0009908560174089263
562,1.9454739231150597e-05,1.0,6.825233140261844e-05,1.0,2.2950932532239676e-07,0.0,0.2215377539396286,1.0,3.1873910302238073e-06,0.1,0.0009905547134629452
563,2.6710589736467227e-05,1.0,6.395142554538324e-05,1.0,2.2940869826015842e-07,0.0,0.21066641807556152,1.0,5.794360731670167e-06,0.1,0.0009902485728747858
564,1.8992630430147983e-05,1.0,7.272538641700521e-05,1.0,2.29371096338582e-07,0.0,0.24670863151550293,1.0,2.546922132751206e-06,0.1,0.0009899375986659313
565,1.9576686099753715e-05,1.0,3.052763713640161e-05,1.0,2.293726879543101e-07,0.0,0.2833254635334015,1.0,2.9594402803923003e-06,0.1,0.000989621793905572
566,2.2327294573187828e-05,1.0,3.225352702429518e-05,1.0,2.2907718744136218e-07,0.0,0.22714433073997498,1.0,4.684315172198694e-06,0.1,0.0009893011617105733
567,1.8026445104624145e-05,1.0,5.027625957154669e-05,1.0,2.2873427951708436e-07,0.0,0.2434554249048233,1.0,2.4691216822247952e-06,0.1,0.0009889757052454456
568,3.003925667144358e-05,1.0,7.46425794204697e-05,1.0,2.292742635745526e-07,0.0,0.25624072551727295,1.0,6.990496217440523e-07,0.1,0.0009886454277223127
569,2.0025192497996613e-05,1.0,1.5118539522518404e-05,1.0,2.2873445004734094e-07,0.0,0.17757530510425568,1.0,3.2887933230085764e-06,0.1,0.0009883103324008803
570,4.7637877287343144e-05,1.0,0.00014816697512287647,1.0,2.2917970454727765e-07,0.0,0.20415212213993073,1.0,1.0307867341907695e-05,0.1,0.0009879704225884043
571,2.841405148501508e-05,1.0,8.083198190433905e-05,1.0,2.2923568110400083e-07,0.0,0.20991604030132294,1.0,8.327003797603538e-07,0.1,0.0009876257016396572
572,6.22821826254949e-05,1.0,0.0001732045056996867,1.0,2.2954091605242866e-07,0.0,0.2172268182039261,1.0,2.323856449493178e-07,0.1,0.0009872761729568954
573,3.9444788853870705e-05,1.0,0.00014333511353470385,1.0,2.296375214427826e-07,0.0,0.23503965139389038,1.0,7.392344286927255e-06,0.1,0.000986921839989826
574,4.986826752428897e-05,1.0,5.947947283857502e-05,1.0,2.297109062965319e-07,0.0,0.17645025253295898,1.0,8.610225449956488e-06,0.1,0.0009865627062355723
575,2.094139199471101e-05,1.0,3.668539284262806e-05,1.0,2.2915622821528814e-07,0.0,0.21646973490715027,1.0,8.690009849487978e-07,0.1,0.0009861987752386395
576,3.8790116377640516e-05,1.0,8.90181036083959e-05,1.0,2.2936248456062458e-07,0.0,0.19576643407344818,1.0,5.556728410738287e-07,0.1,0.0009858300505908796
577,2.16503904084675e-05,1.0,2.7669568225974217e-05,1.0,2.2996331949798332e-07,0.0,0.24374234676361084,1.0,3.967387783632148e-06,0.1,0.0009854565359314561
578,4.4348220399115235e-05,1.0,8.701175102032721e-05,1.0,2.2895528672961518e-07,0.0,0.2332504689693451,1.0,7.750993063382339e-06,0.1,0.0009850782349468078
579,1.8627624740474857e-05,1.0,4.080626604263671e-05,1.0,2.299227332969167e-07,0.0,0.23959943652153015,1.0,1.1788090432673926e-06,0.1,0.0009846951513706127
580,3.879114956362173e-05,1.0,0.00015763423289172351,1.0,2.2978613856139418e-07,0.0,0.24000932276248932,1.0,3.7864305113544106e-07,0.1,0.0009843072889837512
581,3.393282531760633e-05,1.0,7.492548320442438e-05,1.0,2.2940977828511677e-07,0.0,0.2229004055261612,1.0,6.184227004268905e-06,0.1,0.0009839146516142684
582,4.0298666135640815e-05,1.0,7.209818431874737e-05,1.0,2.3005553373423027e-07,0.0,0.23574554920196533,1.0,7.945953257149085e-06,0.1,0.0009835172431373364
583,2.4671171559020877e-05,1.0,2.788067467918154e-05,1.0,2.2925058829059708e-07,0.0,0.20829400420188904,1.0,8.909175903681898e-07,0.1,0.0009831150674752165
584,6.566019146703184e-05,1.0,0.0001220611811731942,1.0,2.2947540401219158e-07,0.0,0.20407681167125702,1.0,3.966179917824775e-07,0.1,0.0009827081285972202
585,1.935923137352802e-05,1.0,4.359221566119231e-05,1.0,2.2970488089413266e-07,0.0,0.21653632819652557,1.0,3.1433805816050153e-06,0.1,0.0009822964305196702
586,4.6329521865118295e-05,1.0,0.00012791955668944865,1.0,2.2996076154413458e-07,0.0,0.19098466634750366,1.0,8.253617124864832e-06,0.1,0.00098187997730586
587,2.0546618543448858e-05,1.0,3.854627357213758e-05,1.0,2.2905379637450096e-07,0.0,0.20995554327964783,1.0,9.445834052712598e-07,0.1,0.0009814587730660146
588,3.607841063058004e-05,1.0,4.731352601083927e-05,1.0,2.292557468308587e-07,0.0,0.2646026015281677,1.0,5.712159349968715e-07,0.1,0.0009810328219572498
589,1.855938353401143e-05,1.0,5.810924994875677e-05,1.0,2.2968686153035378e-07,0.0,0.22089660167694092,1.0,3.7171857911744155e-06,0.1,0.0009806021281835316
590,3.959637979278341e-05,1.0,8.883974078344181e-05,1.0,2.297894212688334e-07,0.0,0.1871030181646347,1.0,7.385604021692416e-06,0.1,0.000980166695995633
591,1.8950777302961797e-05,1.0,3.2224652386503294e-05,1.0,2.2970149871071044e-07,0.0,0.21098801493644714,1.0,1.1703419886543998e-06,0.1,0.0009797265296910944
592,9.875850810203701e-05,1.0,0.0002523122529964894,1.0,2.2971815383243666e-07,0.0,0.2033228725194931,1.0,2.2565131985174958e-07,0.1,0.0009792816336141792
593,1.8196500604972243e-05,1.0,2.124805723724421e-05,1.0,2.2943636679428892e-07,0.0,0.23066720366477966,1.0,3.254313469369663e-06,0.1,0.0009788320121558323
594,9.385915473103523e-05,1.0,0.0001819682220229879,1.0,2.2888858097758202e-07,0.0,0.2139892578125,1.0,1.7341255443170667e-05,0.1,0.000978377669753636
595,1.468815935368184e-05,1.0,4.319465733715333e-05,1.0,2.2900601948094845e-07,0.0,0.20915549993515015,1.0,1.8607577203511028e-06,0.1,0.000977918610891766
596,5.3287832997739315e-05,1.0,6.423125887522474e-05,1.0,2.3011565986053029e-07,0.0,0.2505202293395996,1.0,3.2136716754394e-07,0.1,0.0009774548401009482
597,2.022740045504179e-05,1.0,2.084819607262034e-05,1.0,2.2980384528636932e-07,0.0,0.20535394549369812,1.0,9.401749707649287e-07,0.1,0.0009769863619584131
598,2.4220606064773165e-05,1.0,3.970500620198436e-05,1.0,2.289527856191853e-07,0.0,0.24041324853897095,1.0,5.151592631591484e-06,0.1,0.000976513181087851
599,2.1600073523586616e-05,1.0,5.167650306248106e-05,1.0,2.2971704538576887e-07,0.0,0.23605401813983917,1.0,4.179060397291323e-06,0.1,0.0009760353021593656
600,2.7518839488038793e-05,1.0,2.0933652194798924e-05,1.0,2.2934339938274206e-07,0.0,0.21438047289848328,1.0,9.176555977319367e-07,0.1,0.0009755527298894294
601,3.587317041819915e-05,1.0,0.00010315264808014035,1.0,2.2909780739155394e-07,0.0,0.1875206083059311,1.0,7.730184847787314e-07,0.1,0.0009750654690408356
602,2.417357245576568e-05,1.0,2.3294322090805508e-05,1.0,2.2963887147398054e-07,0.0,0.17401506006717682,1.0,5.001370027457597e-06,0.1,0.0009745735244226523
603,4.310892472858541e-05,1.0,0.00011829800496343523,1.0,2.286343772084365e-07,0.0,0.23812291026115417,1.0,9.148556273430586e-06,0.1,0.000974076900890174
604,2.0013403627672233e-05,1.0,4.8321569920517504e-05,1.0,2.2866352367145737e-07,0.0,0.20559318363666534,1.0,1.0841463335964363e-06,0.1,0.0009735756033448748
605,3.6037010431755334e-05,1.0,6.103168198023923e-05,1.0,2.294389673807018e-07,0.0,0.19048988819122314,1.0,5.111131713420036e-07,0.1,0.000973069636734359
606,1.3917771866545081e-05,1.0,1.5862298823776655e-05,1.0,2.284117215367587e-07,0.0,0.18511728942394257,1.0,2.6378031634521903e-06,0.1,0.0009725590060523126
607,4.9367896281182766e-05,1.0,4.640059341909364e-05,1.0,2.2926876397377782e-07,0.0,0.18876783549785614,1.0,1.0756578376458492e-05,0.1,0.0009720437163384545
608,1.9540129869710654e-05,1.0,2.5680965336505324e-05,1.0,2.2948026412450417e-07,0.0,0.17539800703525543,1.0,4.057783371536061e-06,0.1,0.0009715237726784859
609,3.5459655919112265e-05,1.0,5.236605284153484e-05,1.0,2.2934759158488305e-07,0.0,0.1420477330684662,1.0,6.606964007005445e-07,0.1,0.000970999180204041
610,3.192395524820313e-05,1.0,5.957369285169989e-05,1.0,2.2938954202800232e-07,0.0,0.18503031134605408,1.0,6.059100314814714e-07,0.1,0.0009704699440926358
611,2.4039327399805188e-05,1.0,5.423393668024801e-05,1.0,2.2948002253997402e-07,0.0,0.18404491245746613,1.0,4.877056653640466e-06,0.1,0.0009699360695676168
612,2.710863554966636e-05,1.0,4.4645345042226836e-05,1.0,2.2935168431104103e-07,0.0,0.1788143366575241,1.0,5.419441549747717e-06,0.1,0.0009693975618981103
613,2.0458977814996615e-05,1.0,5.1298087782924995e-05,1.0,2.2979236291575944e-07,0.0,0.1797282099723816,1.0,7.668365924473619e-07,0.1,0.0009688544263989693
614,1.3471768397721462e-05,1.0,2.4915985704865307e-05,1.0,2.2900408680470719e-07,0.0,0.15719079971313477,1.0,1.2364006352072465e-06,0.1,0.0009683066684307223
615,2.633503572724294e-05,1.0,4.2994368413928896e-05,1.0,2.2857966541778296e-07,0.0,0.16068559885025024,1.0,5.423068614618387e-06,0.1,0.0009677542933995189
616,1.9732322471099906e-05,1.0,1.4150072274787817e-05,1.0,2.296507091159583e-07,0.0,0.15265008807182312,1.0,3.5303387448948342e-06,0.1,0.0009671973067570779
617,1.2428959962562658e-05,1.0,1.4142062354949303e-05,1.0,2.2959795842325548e-07,0.0,0.2013554871082306,1.0,1.8271925910084974e-06,0.1,0.0009666357140006325
618,1.5350349713116884e-05,1.0,2.7661104468279518e-05,1.0,2.2959338252803718e-07,0.0,0.1893579661846161,1.0,1.163286697192234e-06,0.1,0.0009660695206728764
619,1.4001847375766374e-05,1.0,1.6102270819828846e-05,1.0,2.299372283687262e-07,0.0,0.23272910714149475,1.0,1.6046026303229155e-06,0.1,0.0009654987323619095
620,1.252629044756759e-05,1.0,5.576709554588888e-06,1.0,2.2937462063055136e-07,0.0,0.16539236903190613,1.0,2.335814997422858e-06,0.1,0.0009649233547011816
621,1.3982809832668863e-05,1.0,2.3408787455991842e-05,1.0,2.2925615894564544e-07,0.0,0.16478796303272247,1.0,1.7322794292340404e-06,0.1,0.0009643433933694383
622,1.7170859791804105e-05,1.0,0.00010658735845936462,1.0,2.295898582360678e-07,0.0,0.15593387186527252,1.0,2.4908449631766416e-06,0.1,0.0009637588540906634
623,2.785856486298144e-05,1.0,7.450919656548649e-05,1.0,2.3007203253655462e-07,0.0,0.17522431910037994,1.0,5.359473789212643e-07,0.1,0.0009631697426340239
624,1.696088475000579e-05,1.0,6.123720231698826e-05,1.0,2.2936572463549965e-07,0.0,0.2144915610551834,1.0,9.327271754955291e-07,0.1,0.0009625760648138119
625,2.3069424059940502e-05,1.0,4.333751348895021e-05,1.0,2.291532013032338e-07,0.0,0.16182319819927216,1.0,3.7914180666120956e-06,0.1,0.0009619778264893878
626,2.2873084162711166e-05,1.0,8.040742977755144e-05,1.0,2.2911194719199557e-07,0.0,0.15330755710601807,1.0,4.573319984046975e-06,0.1,0.0009613750335651225
627,2.123955164279323e-05,1.0,3.1458173907594755e-05,1.0,2.2923487108528207e-07,0.0,0.16951681673526764,1.0,7.210782655420189e-07,0.1,0.0009607676919903386
628,2.401991150691174e-05,1.0,6.138965545687824e-05,1.0,2.292710803430964e-07,0.0,0.15027178823947906,1.0,3.428412185257912e-07,0.1,0.0009601558077592524
