Step,Weight_initial,Weight_boundary,Weight_interior
56,0.9910617447110313,0.9073506719184592,1.1015875833705195
57,0.991695707061436,0.9062484575285081,1.1020558354100658
58,0.992422607371983,0.9057904545970578,1.1017869380309693
59,0.9918477113034205,0.9043061244980506,1.1038461641985398
60,0.9923900687837979,0.9035110551527643,1.1040988760634491
61,0.9912861530052589,0.901103234947095,1.1076106120476579
62,0.9900619266788209,0.8983626196673279,1.1115754536538636
63,0.9903162398834737,0.8977978829168971,1.1118858771996416
64,0.9909255334646394,0.8960938656898564,1.1129806008455168
65,0.9913427010973526,0.8957621405053636,1.1128951583972966
66,0.990351430216035,0.8944210985623766,1.1152274712216013
67,0.9916615550679189,0.8935224940822131,1.1148159508498807
68,0.9916246426762588,0.8915516621710693,1.1168236951526849
69,0.992639155624719,0.8900256168356441,1.1173352275396502
70,0.9915966424942415,0.8878486479738033,1.1205547095319688
71,0.9909186016153699,0.8865535591079883,1.1225278392766558
72,0.990252745566377,0.8839035095520886,1.1258437448815486
73,0.9919374769929535,0.8828694443420312,1.1251930786650297
74,0.9883125508720982,0.8797582676468624,1.1319291814810541
75,0.9896924934563784,0.8774312039497701,1.1328763025938666
76,0.9885909638588097,0.8759943535942193,1.1354146825469866
77,0.9884512372273163,0.8755412243776123,1.1360075383950874
78,0.9859159080256175,0.8723305122542466,1.141753579720152
79,0.9880856529144371,0.8728779129452291,1.1390364341403494
80,0.9859209876232989,0.8711686191072419,1.1429103932694746
81,0.9866206144887502,0.8709593618321126,1.1424200236791526
82,0.9862122964037345,0.8702084872899732,1.1435792163063074
83,0.985157613092987,0.8685008857917319,1.1463415011152962
84,0.9859654182084663,0.8674828438827876,1.146551737908761
85,0.9868930686094567,0.8653822223712904,1.1477247090192684
86,0.9874296476905982,0.8657200887766477,1.1468502635327695
87,0.9860638278241868,0.864315104086359,1.1496210680894698
88,0.9870533188586814,0.8630275021412182,1.1499191790001162
89,0.9867867352818491,0.8619402668117347,1.1512729979064318
90,0.9875657753313671,0.8611785283739012,1.1512556962947476
91,0.989008018903777,0.8606887772579799,1.1503032038382592
92,0.9880530968970342,0.8574644230460184,1.1544824800569635
93,0.9887553214000483,0.8582104538661481,1.1530342247338203
94,0.9889060565731289,0.855991700938105,1.1551022424887833
95,0.9888619832134566,0.8549824810122499,1.1561555357743107
96,0.9863190636970576,0.853045153920176,1.1606357823827838
97,0.9856238584282936,0.8509005434789276,1.163475598092796
98,0.9853094936637694,0.8491769844022289,1.165513521934019
99,0.9874295178702575,0.8480608877542992,1.1645095943754604
100,0.9873523532279666,0.8476614750263457,1.1649861717457046
101,0.9883799187267126,0.8468109904204595,1.1648090908528448
102,0.9883300135783176,0.8453704641248713,1.1662995222968278
103,0.9881853694692504,0.8454877816277344,1.1663268489030318
104,0.98620708108924,0.8441521797135458,1.169640739197231
105,0.9866237430754472,0.8424903513577203,1.17088590556685
106,0.9858936677003762,0.8407193156303322,1.1733870166693094
107,0.9870936204102484,0.8405086037995774,1.1723977757901927
108,0.9847313370770058,0.8392870892631552,1.1759815736598576
109,0.988711770189272,0.8389453624751886,1.172342867335558
110,0.9884692884295323,0.8382303398914878,1.173300371678999
111,0.9883046283447348,0.837651263146938,1.1740441085083464
112,0.9878778280497625,0.837099794794535,1.1750223771557218
113,0.9870092842824418,0.8350220546198202,1.1779686610977576
114,0.9880033278074997,0.8339582075430262,1.1780384646494935
115,0.9877416802592834,0.8324782998681118,1.1797800198726243
116,0.9864601744648561,0.8303514461441426,1.183188379391021
117,0.9872877718290762,0.8291920385948496,1.183520189576094
118,0.9869634924686045,0.8279777759031987,1.1850587316282168
119,0.9871196139394312,0.8288789636295364,1.1840014224310527
120,0.9890583213627854,0.8276160124187381,1.1833256662184972
121,0.9891579512583925,0.8275292285994132,1.183312820142215
122,0.9868936191522,0.8251415277342586,1.1879648531135623
123,0.9885565056051288,0.8260893906987505,1.1853541036961417
124,0.986788122580853,0.8248222637250567,1.1883896136941112
125,0.9875544224081052,0.8242406625611046,1.188204915030811
126,0.9886059338902112,0.8239193384214728,1.1874747276883368
127,0.9883110238483862,0.8232062712592162,1.1884827048924187
128,0.9872724101596622,0.8210697476275542,1.1916578422128048
129,0.9855393093846094,0.8191858547948085,1.1952748358206036
130,0.9840416644222185,0.8180639757504843,1.1978943598273184
131,0.9857130011110841,0.8175993030040819,1.1966876958848558
132,0.9830672064200631,0.8154338499086559,1.201498943671303
133,0.9825074813689644,0.8148892189173106,1.2026032997137472
134,0.9838863282083453,0.8145723860906896,1.2015412857009875
135,0.9860158840112269,0.8147256336318457,1.1992584823569499
136,0.984434659822233,0.8137091037251011,1.2018562364526884
137,0.9860831910355702,0.8145589231177358,1.1993578858467162
138,0.9871681748293283,0.8130784156682801,1.199753409502414
139,0.987757801956949,0.8130666316320505,1.1991755664110229
140,0.9884052531212294,0.8130112634528431,1.1985834834259497
141,0.9873772373518961,0.8118856394610892,1.200737123187037
142,0.9879021240056538,0.8106241064932753,1.2014737695010935
143,0.9865454919840222,0.8092056829638048,1.204248825052196
144,0.9865248247601905,0.8075740391791095,1.205901136060723
145,0.9881457467229613,0.8069014215182109,1.2049528317588514
146,0.9885838511512783,0.8064217592682262,1.2049943895805193
147,0.9878967288319311,0.8058479411858278,1.206255329982265
148,0.9878985984555456,0.8051347488578956,1.2069666526865828
149,0.988301103208793,0.804649431897829,1.2070494648934025
150,0.9862641769286711,0.8034642750095092,1.2102715480618444
151,0.9861063874610246,0.8030998795033045,1.210793733035696
152,0.9845351486851643,0.802551930834505,1.2129129204803557
153,0.9846954456699454,0.8026068666612065,1.2126976876688738
154,0.9825260210399723,0.8009235124864952,1.2165504664735576
155,0.9815976134944833,0.7995907099966959,1.218811676508846
156,0.9820244099185361,0.7986272663567007,1.2193483237247884
157,0.982590962289729,0.796976972126222,1.2204320655840741
158,0.9837907856448378,0.7974953899851863,1.2187138243700009
159,0.9808602912530279,0.795713659718804,1.2234260490281932
160,0.9803199570132042,0.794193401131289,1.2254866418555317
161,0.9796477811265907,0.793808757021438,1.226543461851996
162,0.9791251008250323,0.7938433368267832,1.2270315623482093
163,0.9790053768835242,0.7933954653494658,1.2275991577670353
164,0.9790550549214088,0.791588415619115,1.2293565294595017
165,0.9793482442479011,0.7918372456654645,1.22881451008666
166,0.9783504293989981,0.7900452498127556,1.2316043207882723
167,0.9777779691012662,0.789798771126318,1.2324232597724412
168,0.9775031423348891,0.7886708248981437,1.2338260327669932
169,0.9771782682788906,0.7882386926236522,1.2345830390974832
170,0.977592207652146,0.7875437821872215,1.2348640101606585
171,0.97778785345906,0.7869050708284505,1.2353070757125157
172,0.9772254556312149,0.786457024146504,1.2363175202223078
173,0.9768557345425536,0.7862931305994866,1.236851134857987
174,0.9774711575423002,0.7847464231791004,1.2377824192786269
175,0.9769161892082893,0.7845736237508795,1.2385101870408584
176,0.9775741004758474,0.7827537905542492,1.2396721089699303
177,0.9765689606917615,0.7805076671345034,1.242923372173762
178,0.9768656896168446,0.7800119548262638,1.2431223555569184
179,0.9755285430322523,0.7795708526768186,1.2449006042909563
180,0.9774599977763762,0.7798525831776069,1.2426874190460444
181,0.9753279710506535,0.7781396662106324,1.2465323627387417
182,0.9756619696825709,0.7784387906865016,1.2458992396309552
183,0.9743908556113893,0.7777922111820599,1.2478169332065783
184,0.9736999158644101,0.7759229610878748,1.2503771230477423
185,0.9728756928618241,0.7752485621164923,1.251875745021711
186,0.9741120334229203,0.7759434850504273,1.2499444815266798
187,0.9743547376189905,0.7746915666272995,1.2509536957537377
188,0.9758416575800148,0.7752252550222137,1.2489330873977995
189,0.975655882877406,0.7746572481767154,1.2496868689459062
190,0.9745137774898939,0.7735537997963536,1.2519324227137802
191,0.9752617556646777,0.7730612266355434,1.2516770176998067
192,0.9739754246092621,0.7728368365144244,1.2531877388763415
193,0.97543458732177,0.7720895862389944,1.2524758264392637
194,0.9749688635115965,0.7711986113427542,1.253832525145678
195,0.9749182131145749,0.7699412083045544,1.2551405785808993
196,0.9736114433024763,0.768589292196774,1.257799264500779
197,0.9734302819833396,0.7688700147883052,1.257699703228385
198,0.9716936512100129,0.7675212850737072,1.2607850637163096
199,0.9713862675033966,0.7667487748114921,1.261864957685141
200,0.9701346050609685,0.765792135138329,1.2640732598007325
