Generation,Individual_ID,Initial_Loss,Peak_Loss,Boundary_Loss,PDE_Loss,Trace_Loss
40,89,0.06275876517053186,0.004609560127798147,3.794387290563816e-08,0.0,0.0002583525891261822
40,90,0.08637797997724851,0.011917672704631286,6.422574465367226e-08,0.0,0.0002552880217487538
40,91,0.08597848403513356,0.00042230572923895995,3.70208554339236e-08,0.0,0.0002561497993750124
40,92,0.08563482049666415,4.148142004484682e-05,6.545196783416663e-08,0.0,0.00025529419121928903
40,93,0.06276174619143304,0.027703329272283018,1.2408849198995544e-07,0.0,0.00025531972567080985
40,94,0.08497998434171691,3.4974969131355813e-06,8.353778552892524e-08,0.0,0.00025552288131720503
40,95,0.08468795381014015,9.29049093294026e-05,1.2397058069325423e-07,0.0,0.00025399705662059477
40,96,0.08446618738380675,5.779470580753944e-05,4.3523185319782157e-08,0.0,0.000255908087858484
40,97,0.08426997707619824,0.00012794924336529247,4.923398393079564e-08,0.0,0.00025587577719675153
40,98,0.0842627380381702,0.016007138323876857,6.452617550415607e-08,0.0,0.0002558548661509355
40,99,0.08370130969802807,5.392331118164158e-05,8.3333696983625e-08,0.0,0.00025451297861612453
60,0,35.31541564777467,0.005916434726935098,7.065303915455056e-08,0.0,0.00025364813965143243
60,1,0.05604035405026397,0.0107346727747834,1.2518129856134566e-07,0.0,0.00025689158068254673
60,2,0.9543170338209095,1.7952747356323477e-06,3.39714878948733e-08,0.0,0.0002559877036790619
60,3,0.3511748259517845,0.020925391197607633,1.2009699521223043e-07,0.0,0.00025386756157430167
60,4,0.09199616118416562,0.026646858077103843,5.1839837223587115e-08,0.0,0.0002539399459785042
60,5,0.6680534963413536,9.13227500784901e-07,4.921439499711891e-08,0.0,0.0002584600967996162
60,6,1.4096691922384557,5.0021444397483755e-06,0.0,0.0,0.0002562767819943345
60,7,1.753046192790007,0.008611942100387565,5.126700985909351e-08,0.0,0.00025359659178486317
60,8,2.952023249007936,3.8321057231852876e-07,1.1765923681728828e-07,0.0,0.00025482966811350607
