Time,PINN_MSE,PINN_MAE,PINN_RMSE,PINN_RelL2,PINN_MaxAE,QPINN_MSE,QPINN_MAE,QPINN_RMSE,QPINN_RelL2,QPINN_MaxAE,PINN_Boundary_Error,QPINN_Boundary_Error,PINN_Energy,QPINN_Energy,Analytical_Energy
0.5263157894736842,2.176836914239434e-06,0.0010335799282130097,0.0014754107611914162,0.2082913951838341,0.003957849240914121,6.909566809219515e-07,0.00017154631787602066,0.0008312380410700365,0.11735018874644926,0.014418641039479069,4.2232938e-07,5.370283922954024e-40,0.00317403138615191,0.001971587530127689,0.001968514547933867
0.5789473684210527,2.1799557874475863e-06,0.0010345483179878476,0.001476467333687944,0.22094983502584536,0.0039436400966939705,5.76472758291706e-07,0.0001663302245788445,0.0007592580314304921,0.11362116381375459,0.012265569236109483,8.324526e-07,1.1508823339993228e-41,0.003174964338541031,0.001965701472724409,0.0019683182329594583
0.631578947368421,2.176932031555055e-06,0.0010340384763373458,0.0014754429950204972,0.23306544173337926,0.0039747015004613084,5.262258702858365e-07,0.00016836186773150854,0.000725414274939387,0.11458863473481638,0.01003664968752472,1.4891231e-06,1.146003257416219e-21,0.0031740397680550814,0.001959060659945062,0.0019679881695758134
0.6842105263157894,2.17413338668536e-06,0.0010337343596901864,0.0014744942816726555,0.24496506963198003,0.003959955138408321,4.940311388417919e-07,0.0001687557650924743,0.0007028734870812754,0.11677186873184627,0.01120452479482198,2.464096e-06,2.561092941558519e-21,0.003173170378431678,0.001965350201958958,0.001967473653862615
0.7368421052631579,2.1732880682326316e-06,0.0010340208676691853,0.0014742076068968819,0.25677027984259493,0.003941607414149055,4.6595351249782095e-07,0.00017195978923195067,0.00068260787608833,0.11889330549236536,0.010315571622948938,3.8264593e-06,4.098903375419561e-21,0.0031727503519505262,0.0019689561985572644,0.0019667191614684255
0.7894736842105263,2.1781191928633855e-06,0.001035686703831033,0.0014758452469223816,0.26874191636692124,0.003928107401732495,3.7833454622570283e-07,0.0001621382177323407,0.000615089055524241,0.11200375639831409,0.008129647283717269,5.6384347e-06,5.943977149308966e-21,0.0031736406963318586,0.0019640730355602876,0.001965666803698913
0.8421052631578947,2.183207284639774e-06,0.001037778963198429,0.0014775680304607887,0.2805889997916815,0.003939539880664027,3.859061580247864e-07,0.0001722622699935575,0.0006212134560879911,0.1179679437477439,0.008467639831308008,7.9523925e-06,8.003515391177087e-21,0.00317467306740582,0.001966279053382992,0.0019642586819219984
0.894736842105263,2.188257477392771e-06,0.0010401651774116752,0.001479275997707247,0.29230493580188793,0.0039515862815568265,3.584423672895129e-07,0.00017114469439300566,0.0005987005656331994,0.1183032312247386,0.0069936212588045665,1.0809116e-05,1.0254495046109096e-20,0.0031756365206092596,0.0019733818816484493,0.00196243895408486
0.9473684210526315,2.1981700176990313e-06,0.0010442056299356972,0.0014826226821747438,0.30423880778915663,0.003951305393919895,2.9518791072075137e-07,0.00016355024985764582,0.0005433119828613679,0.11148931681042716,0.006535464213858842,1.4237153e-05,1.2985261627272689e-20,0.0031780656427145004,0.001977999251443115,0.0019601555171612235
1.0,2.1833938564764208e-06,0.001042512000651004,0.001477631163882388,0.3143146164483606,0.003937388159995225,2.921794457609058e-07,0.0001688069194276264,0.0005405362575821402,0.11498028102761758,0.006410365616936753,1.8252955e-05,1.5730886637041163e-20,0.0031732958741486073,0.0019527321189090779,0.0019573612772315
